ncpr,kappa
0.0,0.15
0.0,0.15
0.0,0.15
0.0,0.15
0.0,0.15
0.0,0.15
0.0,0.15
0.0,0.15
0.0,0.15
0.0,0.15
0.0,0.15
0.0,0.15
0.0,0.15
0.0,0.15
0.0,0.15
0.0,0.15
0.0,0.15
0.0,0.15
0.0,0.15
0.0,0.15
0.0,0.15
0.0,0.15
0.0,0.15
0.0,0.15
0.0,0.15
0.0,0.15
0.0,0.15
0.0,0.15
0.0,0.15
0.0,0.15
0.0,0.15
0.0,0.15
0.0,0.15
0.0,0.15
0.0,0.15
0.0,0.15
0.0,0.15
0.0,0.15
0.0,0.15
0.0,0.15
-0.25,0.06
-0.25,0.06
-0.25,0.06
-0.25,0.06
-0.25,0.06
-0.25,0.06
-0.25,0.06
-0.25,0.06
-0.25,0.06
-0.25,0.06
-0.25,0.06
-0.25,0.06
-0.25,0.06
-0.25,0.06
-0.25,0.06
-0.25,0.06
-0.25,0.06
-0.25,0.06
-0.25,0.06
-0.25,0.06
-0.25,0.06
-0.25,0.06
-0.25,0.06
-0.25,0.06
-0.25,0.06
-0.25,0.06
-0.25,0.06
-0.25,0.06
-0.25,0.06
-0.25,0.06
-0.25,0.06
-0.25,0.06
-0.25,0.06
-0.25,0.06
-0.25,0.06
-0.25,0.06
-0.25,0.06
-0.25,0.06
-0.25,0.06
-0.25,0.06
-0.25,0.06
-0.25,0.06
-0.25,0.06
-0.25,0.06
-0.25,0.06
-0.25,0.06
-0.25,0.06
-0.25,0.06
-0.25,0.06
-0.25,0.06
-0.25,0.06
-0.25,0.06
-0.25,0.06
-0.25,0.06
-0.25,0.06
-0.25,0.06
-0.25,0.06
-0.25,0.06
-0.25,0.06
-0.25,0.06
-0.25,0.06
-0.25,0.06
-0.25,0.06
-0.25,0.06
-0.25,0.06
-0.25,0.06
-0.25,0.06
-0.25,0.06
-0.25,0.06
-0.25,0.06
-0.25,0.06
-0.25,0.06
-0.25,0.06
-0.25,0.06
-0.25,0.06
-0.25,0.06
-0.25,0.06
-0.25,0.06
-0.25,0.06
-0.25,0.06
-0.25,0.06
-0.25,0.06
-0.25,0.06
-0.25,0.06
-0.25,0.06
-0.25,0.06
-0.25,0.06
-0.25,0.06
-0.25,0.06
-0.25,0.06
-0.25,0.06
-0.25,0.06
-0.25,0.06
-0.25,0.06
-0.25,0.06
-0.25,0.06
-0.25,0.06
-0.25,0.06
-0.25,0.06
-0.25,0.06
-0.17,0.06
-0.17,0.06
-0.17,0.06
-0.17,0.06
-0.17,0.06
-0.17,0.06
-0.17,0.06
-0.17,0.06
-0.17,0.06
-0.17,0.06
-0.17,0.06
-0.17,0.06
-0.17,0.06
-0.17,0.06
-0.17,0.06
-0.17,0.06
-0.17,0.06
-0.17,0.06
-0.17,0.06
-0.17,0.06
-0.17,0.06
-0.17,0.06
-0.17,0.06
-0.17,0.06
-0.17,0.06
-0.17,0.06
-0.17,0.06
-0.17,0.06
-0.17,0.06
-0.17,0.06
-0.17,0.06
-0.17,0.06
-0.17,0.06
-0.17,0.06
-0.17,0.06
-0.17,0.06
-0.17,0.06
-0.17,0.06
-0.17,0.06
-0.17,0.06
-0.17,0.06
-0.17,0.06
-0.17,0.06
-0.17,0.06
-0.17,0.06
-0.17,0.06
-0.17,0.06
-0.17,0.06
-0.17,0.06
-0.17,0.06
-0.17,0.06
-0.17,0.06
-0.17,0.06
-0.17,0.06
-0.17,0.06
-0.17,0.06
-0.17,0.06
-0.17,0.06
-0.17,0.06
-0.17,0.06
-0.17,0.06
-0.17,0.06
-0.17,0.06
-0.17,0.06
-0.17,0.06
-0.17,0.06
-0.17,0.06
-0.17,0.06
-0.17,0.06
-0.17,0.06
-0.17,0.06
-0.17,0.06
-0.17,0.06
-0.17,0.06
-0.17,0.06
-0.17,0.06
-0.17,0.06
-0.17,0.06
-0.17,0.06
-0.17,0.06
-0.17,0.06
-0.17,0.06
-0.17,0.06
-0.17,0.06
-0.17,0.06
-0.17,0.06
-0.17,0.06
-0.17,0.06
-0.17,0.06
-0.17,0.06
-0.17,0.06
-0.17,0.06
-0.17,0.06
-0.17,0.06
-0.17,0.06
-0.17,0.06
-0.17,0.06
-0.17,0.06
-0.17,0.06
-0.17,0.06
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.17,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.05
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
-0.17,0.08
-0.17,0.08
-0.17,0.08
-0.17,0.08
-0.17,0.08
-0.17,0.08
-0.17,0.08
-0.17,0.08
-0.17,0.08
-0.17,0.08
-0.17,0.08
-0.17,0.08
-0.17,0.08
-0.17,0.08
-0.17,0.08
-0.17,0.08
-0.17,0.08
-0.17,0.08
-0.17,0.08
-0.17,0.08
-0.17,0.08
-0.17,0.08
-0.17,0.08
-0.17,0.08
-0.17,0.08
-0.17,0.08
-0.17,0.08
-0.17,0.08
-0.17,0.08
-0.17,0.08
-0.17,0.08
-0.17,0.08
-0.17,0.08
-0.17,0.08
-0.17,0.08
-0.17,0.08
-0.17,0.08
-0.17,0.08
-0.17,0.08
-0.17,0.08
-0.17,0.08
-0.17,0.08
-0.17,0.08
-0.17,0.08
-0.17,0.08
-0.17,0.08
-0.17,0.08
-0.17,0.08
-0.17,0.08
-0.17,0.08
-0.17,0.08
-0.17,0.08
-0.17,0.08
-0.17,0.08
-0.17,0.08
-0.17,0.08
-0.17,0.08
-0.17,0.08
-0.17,0.08
-0.17,0.08
-0.17,0.08
-0.17,0.08
-0.17,0.08
-0.17,0.08
-0.17,0.08
-0.17,0.08
-0.17,0.08
-0.17,0.08
-0.17,0.08
-0.17,0.08
-0.17,0.08
-0.17,0.08
-0.17,0.08
-0.17,0.08
-0.17,0.08
-0.17,0.08
-0.17,0.08
-0.17,0.08
-0.17,0.08
-0.17,0.08
-0.17,0.08
-0.17,0.08
-0.17,0.08
-0.17,0.08
-0.17,0.08
-0.17,0.08
-0.17,0.08
-0.17,0.08
-0.17,0.08
-0.17,0.08
-0.17,0.08
-0.17,0.08
-0.17,0.08
-0.17,0.08
-0.17,0.08
-0.17,0.08
-0.17,0.08
-0.17,0.08
-0.17,0.08
-0.17,0.08
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.09
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
-0.08,0.07
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
-0.08,0.11
-0.08,0.11
-0.08,0.11
-0.08,0.11
-0.08,0.11
-0.08,0.11
-0.08,0.11
-0.08,0.11
-0.08,0.11
-0.08,0.11
-0.08,0.11
-0.08,0.11
-0.08,0.11
-0.08,0.11
-0.08,0.11
-0.08,0.11
-0.08,0.11
-0.08,0.11
-0.08,0.11
-0.08,0.11
-0.08,0.11
-0.08,0.11
-0.08,0.11
-0.08,0.11
-0.08,0.11
-0.08,0.11
-0.08,0.11
-0.08,0.11
-0.08,0.11
-0.08,0.11
-0.08,0.11
-0.08,0.11
-0.08,0.11
-0.08,0.11
-0.08,0.11
-0.08,0.11
-0.08,0.11
-0.08,0.11
-0.08,0.11
-0.08,0.11
-0.08,0.11
-0.08,0.11
-0.08,0.11
-0.08,0.11
-0.08,0.11
-0.08,0.11
-0.08,0.11
-0.08,0.11
-0.08,0.11
-0.08,0.11
-0.08,0.11
-0.08,0.11
-0.08,0.11
-0.08,0.11
-0.08,0.11
-0.08,0.11
-0.08,0.11
-0.08,0.11
-0.08,0.11
-0.08,0.11
-0.08,0.11
-0.08,0.11
-0.08,0.11
-0.08,0.11
-0.08,0.11
-0.08,0.11
-0.08,0.11
-0.08,0.11
-0.08,0.11
-0.08,0.11
-0.08,0.11
-0.08,0.11
-0.08,0.11
-0.08,0.11
-0.08,0.11
-0.08,0.11
-0.08,0.11
-0.08,0.11
-0.08,0.11
-0.08,0.11
-0.08,0.11
-0.08,0.11
-0.08,0.11
-0.08,0.11
-0.08,0.11
-0.08,0.11
-0.08,0.11
-0.08,0.11
-0.08,0.11
-0.08,0.11
-0.08,0.11
-0.08,0.11
-0.08,0.11
-0.08,0.11
-0.08,0.11
-0.08,0.11
-0.08,0.11
-0.08,0.11
-0.08,0.11
-0.08,0.11
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.1
0.0,0.12
0.0,0.12
0.0,0.12
0.0,0.12
0.0,0.12
0.0,0.12
0.0,0.12
0.0,0.12
0.0,0.12
0.0,0.12
0.0,0.12
0.0,0.12
0.0,0.12
0.0,0.12
0.0,0.12
0.0,0.12
0.0,0.12
0.0,0.12
0.0,0.12
0.0,0.12
0.0,0.12
0.0,0.12
0.0,0.12
0.0,0.12
0.0,0.12
0.0,0.12
0.0,0.12
0.0,0.12
0.0,0.12
0.0,0.12
0.0,0.12
0.0,0.12
0.0,0.12
0.0,0.12
0.0,0.12
0.0,0.12
0.0,0.12
0.0,0.12
0.0,0.12
0.0,0.12
0.0,0.12
0.0,0.12
0.0,0.12
0.0,0.12
0.0,0.12
0.0,0.12
0.0,0.12
0.0,0.12
0.0,0.12
0.0,0.12
0.0,0.12
0.0,0.12
0.0,0.12
0.0,0.12
0.0,0.12
0.0,0.12
0.0,0.12
0.0,0.12
0.0,0.12
0.0,0.12
0.0,0.12
0.0,0.12
0.0,0.12
0.0,0.12
0.0,0.12
0.0,0.12
0.0,0.12
0.0,0.12
0.0,0.12
0.0,0.12
0.0,0.12
0.0,0.12
0.0,0.12
0.0,0.12
0.0,0.12
0.0,0.12
0.0,0.12
0.0,0.12
0.0,0.12
0.0,0.12
0.0,0.12
0.0,0.12
0.0,0.12
0.0,0.12
0.0,0.12
0.0,0.12
0.0,0.12
0.0,0.12
0.0,0.12
0.0,0.12
0.0,0.12
0.0,0.12
0.0,0.12
0.0,0.12
0.0,0.12
0.0,0.12
0.0,0.12
0.0,0.12
0.0,0.12
0.0,0.12
0.08,0.13
0.08,0.13
0.08,0.13
0.08,0.13
0.08,0.13
0.08,0.13
0.08,0.13
0.08,0.13
0.08,0.13
0.08,0.13
0.08,0.13
0.08,0.13
0.08,0.13
0.08,0.13
0.08,0.13
0.08,0.13
0.08,0.13
0.08,0.13
0.08,0.13
0.08,0.13
0.08,0.13
0.08,0.13
0.08,0.13
0.08,0.13
0.08,0.13
0.08,0.13
0.08,0.13
0.08,0.13
0.08,0.13
0.08,0.13
0.08,0.13
0.08,0.13
0.08,0.13
0.08,0.13
0.08,0.13
0.08,0.13
0.08,0.13
0.08,0.13
0.08,0.13
0.08,0.13
0.08,0.13
0.08,0.13
0.08,0.13
0.08,0.13
0.08,0.13
0.08,0.13
0.08,0.13
0.08,0.13
0.08,0.13
0.08,0.13
0.08,0.13
0.08,0.13
0.08,0.13
0.08,0.13
0.08,0.13
0.08,0.13
0.08,0.13
0.08,0.13
0.08,0.13
0.08,0.13
0.08,0.13
0.08,0.13
0.08,0.13
0.08,0.13
0.08,0.13
0.08,0.13
0.08,0.13
0.08,0.13
0.08,0.13
0.08,0.13
0.08,0.13
